GAP	tf	202	0.00571428571429	
GAP	tf	214	0.527635787859	
GAP	tf	216	0.415136124145	
GAP	tf	221	0.458941999577	
GAP	tf	227	0.150241343029	
GAP	tf	230	0.284386769879	
GAP	tf	234	0.629803774354	
GAP	tf	243	0.254670534183	
GAP	tf	246	0.193726470183	
GAP	tf	250	0.272339964467	
GAP	avg	0.319259705339	
F1	tf	202	0.00498753117207	
F1	tf	214	0.697068403909	
F1	tf	216	0.775572519084	
F1	tf	221	0.696920583468	
F1	tf	227	0.208888888889	
F1	tf	230	0.218262806236	
F1	tf	234	0.589065255732	
F1	tf	243	0.318658280922	
F1	tf	246	0.31223628692	
F1	tf	250	0.0952380952381	
F1	avg	0.391689865157	
AP	tf	202	0.00571428571429	
AP	tf	214	0.783915110304	
AP	tf	216	0.701851975355	
AP	tf	221	0.687710221002	
AP	tf	227	0.191681718798	
AP	tf	230	0.318303597184	
AP	tf	234	0.641044291869	
AP	tf	243	0.305402658059	
AP	tf	246	0.247326070338	
AP	tf	250	0.213597658129	
AP	avg	0.409654758675	
NDCG	tf	202	0.134206370614	
NDCG	tf	214	0.834620650677	
NDCG	tf	216	0.771310170705	
NDCG	tf	221	0.796612508664	
NDCG	tf	227	0.494356425557	
NDCG	tf	230	0.66006207706	
NDCG	tf	234	0.88144602851	
NDCG	tf	243	0.608774145813	
NDCG	tf	246	0.600693505025	
NDCG	tf	250	0.543305471454	
NDCG	avg	0.632538735408	
GAP	tfidf	202	0.00540540540541	
GAP	tfidf	214	0.45266418707	
GAP	tfidf	216	0.38735128119	
GAP	tfidf	221	0.38416181321	
GAP	tfidf	227	0.14900501345	
GAP	tfidf	230	0.131797664539	
GAP	tfidf	234	0.558979485228	
GAP	tfidf	243	0.170424242922	
GAP	tfidf	246	0.189463468622	
GAP	tfidf	250	0.143318406234	
GAP	avg	0.257257096787	
F1	tfidf	202	0.00498753117207	
F1	tfidf	214	0.697068403909	
F1	tfidf	216	0.775572519084	
F1	tfidf	221	0.696920583468	
F1	tfidf	227	0.208888888889	
F1	tfidf	230	0.218262806236	
F1	tfidf	234	0.589065255732	
F1	tfidf	243	0.318658280922	
F1	tfidf	246	0.31223628692	
F1	tfidf	250	0.0952380952381	
F1	avg	0.391689865157	
AP	tfidf	202	0.00540540540541	
AP	tfidf	214	0.679890420151	
AP	tfidf	216	0.683169663795	
AP	tfidf	221	0.594016186521	
AP	tfidf	227	0.205617918115	
AP	tfidf	230	0.153116372345	
AP	tfidf	234	0.568951133754	
AP	tfidf	243	0.222008701353	
AP	tfidf	246	0.301422659455	
AP	tfidf	250	0.138001576957	
AP	avg	0.355160003785	
NDCG	tfidf	202	0.132777765307	
NDCG	tfidf	214	0.765529469876	
NDCG	tfidf	216	0.751393984366	
NDCG	tfidf	221	0.733898411682	
NDCG	tfidf	227	0.498130659015	
NDCG	tfidf	230	0.461986296499	
NDCG	tfidf	234	0.806703808483	
NDCG	tfidf	243	0.546812315739	
NDCG	tfidf	246	0.572274494795	
NDCG	tfidf	250	0.437280799889	
NDCG	avg	0.570678800565	
GAP	bm25	202	0.0049504950495	
GAP	bm25	214	0.514717555388	
GAP	bm25	216	0.489986954958	
GAP	bm25	221	0.467587422872	
GAP	bm25	227	0.183468886152	
GAP	bm25	230	0.296786684244	
GAP	bm25	234	0.589140301749	
GAP	bm25	243	0.267719369124	
GAP	bm25	246	0.111371842281	
GAP	bm25	250	0.35494507816	
GAP	avg	0.328067458998	
F1	bm25	202	0.00498753117207	
F1	bm25	214	0.697068403909	
F1	bm25	216	0.778625954198	
F1	bm25	221	0.696920583468	
F1	bm25	227	0.2	
F1	bm25	230	0.218262806236	
F1	bm25	234	0.589065255732	
F1	bm25	243	0.32285115304	
F1	bm25	246	0.31223628692	
F1	bm25	250	0.0952380952381	
F1	avg	0.391525606991	
AP	bm25	202	0.0049504950495	
AP	bm25	214	0.745847977119	
AP	bm25	216	0.800163028704	
AP	bm25	221	0.719118414698	
AP	bm25	227	0.233051210259	
AP	bm25	230	0.332150429134	
AP	bm25	234	0.59965063578	
AP	bm25	243	0.30499937975	
AP	bm25	246	0.2024406454	
AP	bm25	250	0.295213167804	
AP	avg	0.42375853837	
NDCG	bm25	202	0.130578791439	
NDCG	bm25	214	0.816944630997	
NDCG	bm25	216	0.827579146793	
NDCG	bm25	221	0.814416581571	
NDCG	bm25	227	0.543688815782	
NDCG	bm25	230	0.697472281154	
NDCG	bm25	234	0.827211333541	
NDCG	bm25	243	0.660727703626	
NDCG	bm25	246	0.483914399554	
NDCG	bm25	250	0.618220947214	
NDCG	avg	0.642075463167	
GAP	lap	202	0.0045871559633	
GAP	lap	214	0.509670318718	
GAP	lap	216	0.473748909603	
GAP	lap	221	0.433594953449	
GAP	lap	227	0.117185865233	
GAP	lap	230	0.17382677463	
GAP	lap	234	0.553002887891	
GAP	lap	243	0.135378599136	
GAP	lap	246	0.0998852163328	
GAP	lap	250	0.123142392867	
GAP	avg	0.262402307382	
F1	lap	202	0.00498753117207	
F1	lap	214	0.697068403909	
F1	lap	216	0.778625954198	
F1	lap	221	0.696920583468	
F1	lap	227	0.213333333333	
F1	lap	230	0.195991091314	
F1	lap	234	0.589065255732	
F1	lap	243	0.32285115304	
F1	lap	246	0.31223628692	
F1	lap	250	0.0952380952381	
F1	avg	0.390631768832	
AP	lap	202	0.0045871559633	
AP	lap	214	0.74140229085	
AP	lap	216	0.777594405468	
AP	lap	221	0.655626404549	
AP	lap	227	0.18382836179	
AP	lap	230	0.197551459727	
AP	lap	234	0.562862221206	
AP	lap	243	0.168886176251	
AP	lap	246	0.184475801434	
AP	lap	250	0.120687004219	
AP	avg	0.359750128146	
NDCG	lap	202	0.128730210071	
NDCG	lap	214	0.815310399437	
NDCG	lap	216	0.821481783468	
NDCG	lap	221	0.801506054917	
NDCG	lap	227	0.494594745442	
NDCG	lap	230	0.532744175586	
NDCG	lap	234	0.797097758889	
NDCG	lap	243	0.52698002113	
NDCG	lap	246	0.480590763962	
NDCG	lap	250	0.407951346187	
NDCG	avg	0.580698725909
GAP	jm	202	0.00709219858156	
GAP	jm	214	0.399349348874	
GAP	jm	216	0.372829624845	
GAP	jm	221	0.280490573635	
GAP	jm	227	0.12323200633	
GAP	jm	230	0.072072010581	
GAP	jm	234	0.353457232756	
GAP	jm	243	0.150922547188	
GAP	jm	246	0.0577442931715	
GAP	jm	250	0.076939518757	
GAP	avg	0.189412935472	
F1	jm	202	0.00498753117207	
F1	jm	214	0.654723127036	
F1	jm	216	0.696183206107	
F1	jm	221	0.531604538088	
F1	jm	227	0.191111111111	
F1	jm	230	0.138084632517	
F1	jm	234	0.504409171076	
F1	jm	243	0.301886792453	
F1	jm	246	0.223628691983	
F1	jm	250	0.0809523809524	
F1	avg	0.332757118249	
AP	jm	202	0.00709219858156	
AP	jm	214	0.577582615902	
AP	jm	216	0.617789087359	
AP	jm	221	0.431904664792	
AP	jm	227	0.195884237987	
AP	jm	230	0.0836322732565	
AP	jm	234	0.359649184306	
AP	jm	243	0.183296236584	
AP	jm	246	0.112281648816	
AP	jm	250	0.0721717252771	
AP	avg	0.264128387286	
NDCG	jm	202	0.140064823494	
NDCG	jm	214	0.733003923315	
NDCG	jm	216	0.747687440618	
NDCG	jm	221	0.630456800397	
NDCG	jm	227	0.488460127207	
NDCG	jm	230	0.315320848036	
NDCG	jm	234	0.660267122401	
NDCG	jm	243	0.553450661014	
NDCG	jm	246	0.339092035266	
NDCG	jm	250	0.349417394585	
NDCG	avg	0.495722117633	
GAP	newtpctf	202	0.0	
GAP	newtpctf	214	0.527635787859	
GAP	newtpctf	216	0.415136124145	
GAP	newtpctf	221	0.442161554683	
GAP	newtpctf	227	0.102507516352	
GAP	newtpctf	230	0.235762562198	
GAP	newtpctf	234	0.60381126927	
GAP	newtpctf	243	0.109070494731	
GAP	newtpctf	246	0.193726470183	
GAP	newtpctf	250	0.457170564839	
GAP	avg	0.308698234426	
